SIGLA;DESCRICAO;NIVEL ENSINO;CH HORA RELOGIO;CH HORA AULA;CH QTD CREDITOS;ATIVO;SIGLA QACADEMICO;OBSERVACAO
TIN.0750;Desenvolvimento do Projeto Integrador I(30H);Médio;30;40;2;Sim;TIN.PI.0002;-
TIN.0076;Desenvolvimento do Projeto Integrador II;Médio;30;40;2;Sim;-;(Curso 110)
TIN.0760;Desenvolvimento do Projeto Integrador II(30H);Médio;30;40;2;Sim;TIN.PI.0006;-
TIN.0109;Desenvolvimento e Mudanças no Estado brasileiro;Médio;30;30;0;Sim;-;-
POS.0100;Desenvolvimento e Mudanças no Estado brasileiro;Pós-graduação;30;30;2;Sim;ESP.NB.0004;-
POS.0502;Desenvolvimento e Mudanças no Estado brasileiro;Pós-graduação;30;40;2;Sim;-;-
TEC.0883;Desenvolvimento Integrado;Graduação;45;60;3;Sim;INF.S032;Curso 404X
FIC.0037;Desenvolvimento Orientado de Projeto Cultural;Fundamental;10;10;1;Sim;-;-
LIC.1029;Desenvolvimento para Dispositivos Móveis;Graduação;60;80;4;Sim;-;-
TEC.1035;Desenvolvimento para Dispositivos Móveis;Graduação;60;80;4;Sim;-;.
TEC.0076;Desenvolvimento para Dispositivos Móveis (NCT);Graduação;60;80;4;Sim;TEC.NCT.UT.0020;Curso 404
FIC.0935;Desenvolvimento Pessoal;Fundamental;30;40;2;Sim;-;-
FIC.0896;Desenvolvimento Pessoal e Interpessoal;Médio;10;10;1;Sim;-;-
LIC.0791;Desenvolvimento sustentável;Graduação;30;40;2;Sim;-;Curso 710
TSUB.0448;Desenvolvimento Sustentável(60H);Médio;60;80;4;Sim;TSUB.117.0004;Curso 117
TIN.0488;Desenvolvimento Sustentável(60H);Médio;60;80;4;Sim;TIN.114.0004;-
FIC.0263;Desenvolvimento Sustentável e Educação Ambiental;Fundamental;20;20;1;Sim;-;-
EJA.0004;Desenvolvimento Vegetal;Médio;60;80;4;Sim;TEJA.305.0004;Curso 305
TIN.0464;Desenvolvimento Vegetal(60H);Médio;60;80;4;Sim;TIN.306.0004;-
TEC.1029;Desenvolvimento Web Back-end;Graduação;60;80;4;Sim;-;-
TEC.1024;Desenvolvimento Web Front-end;Graduação;60;80;4;Sim;-;-
TEC.1025;Desenvolvimento Web para a Nuvem;Graduação;60;80;4;Sim;-;-
TIN.0072;Desenvolvomento do Projeto Integrador I;Médio;30;40;2;Sim;-;-
TIN.0380;Design e comunicação visual I;Médio;75;100;5;Sim;TIN.807.0001;-
TIN.0381;Design e Comunicação Visual II;Médio;45;60;3;Sim;TIN.807.0003;-
TIN.0338;Design Gráfico(60H);Médio;60;80;2;Sim;TIN.015.0003;-
TSUB.0006;Design Web;Médio;60;80;4;Sim;TSUB.111.0002;Curso 121
TCON.0010;Design Web;Médio;60;80;4;Sim;-;Matriz 309
FIC.1021;Design Web;Fundamental;30;40;2;Sim;-;-
TIN.0589;Design Web e Arquitetura da Informação(120H);Médio;120;160;4;Sim;TIN.111.0002;-
TIN.0088;Desmonte de Rochas;Médio;30;40;2;Sim;-;.
TSUB.0876;Desmonte de Rochas;Médio;30;40;2;Sim;-;-
TSUB.0559;Desmonte de Rochas(60H);Médio;60;80;4;Sim;TSUB.434.0010;-
TIN.0865;Desmonte de Rochas(60H);Médio;60;80;4;Sim;TIN.432.0010;-
FIC.0795;Diagnóstico das Escolas Indígenas e de seus materiais;Fundamental;20;20;1;Sim;-;-
LIC.0884;Dialetologia da Língua Espanhola I;Graduação;30;40;2;Sim;-;-
LIC.0955;Dialetologia da Língua Espanhola II;Graduação;30;40;2;Sim;-;-
LIC.0334;Dialetologia do Espanhol;Graduação;60;80;4;Sim;LIC.603.0022;Curso 603
LIC.0542;Dialetologia do Espanhol;Graduação;80;106;5;Sim;FOR.L080;Curso 603X
LIC.0044;Didática;Graduação;90;120;6;Sim;LIC.NDp.0002;NDP
LIC.0543;Didática;Graduação;120;160;8;Sim;FOR.L071;Curso 603X
LIC.0592;Didática;Graduação;90;120;6;Sim;FOR.L027;-
LIC.0842;Didática;Graduação;60;80;4;Sim;-;-
LIC.0693;Didática(90H);Graduação;90;120;6;Sim;SUP.122;-
LIC.0804;Didática(90H);Graduação;90;120;6;Sim;DIA/CN.020;-
POS.0444;Didática da Educação Profissional;Pós-graduação;45;60;3;Sim;-;-
LIC.0229;Didática do Ensino das Ciências I(30H);Graduação;30;40;2;Sim;SLIC.NC.0007;Curso 09119
LIC.0236;Didática do Ensino das Ciências II(90H);Graduação;90;120;6;Sim;SLIC.NC.0002;Curso 09119
LIC.0239;Didática do Ensino das Ciências III(90H);Graduação;90;120;6;Sim;SLIC.NC.0003;Curso 09119
LIC.0253;Didática do Ensino das Ciências IV(90H);Graduação;90;120;6;Sim;SLIC.NC.0004;Curso 09119
POS.0252;Didática do ensino superior;Pós-graduação;60;60;4;Sim;-;-
POS.0471;Didática do Ensino Superior;Pós-graduação;30;40;2;Sim;-;-
LIC.0402;Didática do Texto Literário no Ensino de E/LE;Graduação;60;80;4;Sim;-;Curso 603
POS.0399;Didática e Avaliação da Aprendizagem Aplicada a Educação Profissional integrada à EJA;Pós-graduação;30;40;2;Sim;-;-
LIC.0650;Didática em espaços escolares e não-escolares;Graduação;90;120;6;Sim;-;-
POS.0188;Didática e Metodologia do Ensino de Ciências Naturais;Pós-graduação;36;36;2;Sim;-;-
POS.0166;Didática em PROEJA;Pós-graduação;40;53;2;Sim;-;-
LIC.1002;Didática Geral;Graduação;90;120;6;Sim;-;-
LIC.0018;Didática Geral e Didática para a EPT I;Graduação;45;60;3;Sim;-;Matriz 111
LIC.0019;Didática Geral e Didática para a EPT II;Graduação;45;60;3;Sim;-;Matriz 111
LIC.0988;Didática na educação profissional e tecnológica;Graduação;90;120;6;Sim;-;-
POS.0337;Didática no Ensino Superior;Pós-graduação;45;60;3;Sim;-;-
FIC.0548;Dinâmicas de lazer e primeiros socorros;Fundamental;30;30;2;Sim;-;-
TEC.0299;Direito Administrativo;Graduação;45;60;3;Sim;SUP.018;Curso 01436X
TSUB.0577;Direito Administrativo e do Trabalho(60H);Médio;60;80;4;Sim;TEC.NFTG.0003;.
TSUB.0719;Direito Administrativo e do Trabalho(68H);Médio;68;90;4;Sim;TEC.NFTG.0008;-
TEC.0050;Direito Administrativo (NCT);Graduação;60;80;4;Sim;TEC.436.0006;-
TSUB.0472;Direito Ambiental(30H);Médio;30;40;2;Sim;TSUB.032.0006;Curso 032
TIN.0718;Direito Ambiental(30H);Médio;30;40;2;Sim;TIN.301.0001;-
ESA.0032;Direito Ambiental (60h);Graduação;60;80;4;Sim;-;-
TEC.0185;Direito Ambiental (NCT);Graduação;30;40;2;Sim;TEC.NCT.UB.0030;-
TSUB.0738;Direito Aplicado à Segurança e Saúde no Trabalho(60H);Médio;60;80;4;Sim;TSUB.057.0010;.
TSUB.0764;Direito Aplicado à Segurança e Saúde no Trabalho(60H);Médio;60;80;4;Sim;TSUB.703.0017;-
TEC.0291;Direito Constitucional;Graduação;45;60;3;Sim;SUP.003;Curso 01436X
TEC.0046;Direito Constitucional (NCT);Graduação;60;80;4;Sim;TEC.436.0002;-
TEC.0208;Direito da Cidadania;Graduação;40;53;2;Sim;DAGESC.003;502.0
TEC.0101;Direito da Cidadania (Curso 502);Graduação;45;60;3;Sim;TEC.502.0003;-
FIC.0709;Direito da Mulher;Fundamental;10;10;1;Sim;-;-
TEC.0211;Direito de Empresa;Graduação;60;80;4;Sim;DAGESC.006;502.0
TEC.0105;Direito de Empresa (Curso 502);Graduação;45;60;3;Sim;TEC.502.0007;-
TSUB.0840;Direito de Empresa, Trabalhista e Tributário(45H);Médio;45;60;3;Sim;TSUB.500.0005;Curso 500
TIN.0057;Direito de Empresa, Trabalhista e Tributário (Curso 110);Médio;60;80;2;Sim;-;-
TEC.0224;Direito de Navegação;Graduação;80;106;5;Sim;DAGESC.019;502.0
TEC.0110;Direito de Navegação (Curso 502);Graduação;45;60;3;Sim;TEC.502.0012;-
TEC.0596;Direito do Consumidor;Graduação;30;40;2;Sim;TEC.0069.0011;Curso 069
EJA.0100;Direito do Consumidor;Médio;60;80;4;Sim;TEJA.NA.0020;-
TIN.0523;Direito do Consumidor(60H);Médio;60;80;4;Sim;TIN.NA.0058;-
FIC.0294;Direito do trabalho e da Mulher;Fundamental;10;10;1;Sim;-;-
TEC.0523;Direito e Cidadania(30H);Graduação;30;40;2;Sim;TEC.NCT.UB.0041;Curso 06804
TEC.0212;Direito Internacional;Graduação;80;106;5;Sim;DAGESC.007;502.0
TEC.0106;Direito Internacional (Curso 502);Graduação;45;60;3;Sim;TEC.502.0008;-
TEC.1015;Direito Regulatório;Graduação;30;40;2;Sim;-;.
FIC.0081;Direitos da Mulher, Cidadania e Ética;Fundamental;12;12;1;Sim;-;-
FIC.0903;Direitos da Mulher, Ética e Cidadania;Fundamental;12;16;1;Sim;-;-
LIC.0780;Direitos humanos, participação política e diversidade;Graduação;30;40;2;Sim;-;Curso 710
TEC.0222;Direito Tributário;Graduação;80;106;5;Sim;DAGESC.017;502.0
TEC.0114;Direito Tributário (Curso 502);Graduação;45;60;3;Sim;TEC.502.0016;-
FIC.0107;Disposição final: lixão, aterro controlado e aterro sanitário;Fundamental;20;20;1;Sim;-;-
POS.0246;Dissertação;Pós-graduação;90;90;6;Sim;-;-
POS.0008;Dissertação de Mestrado;Pós-graduação;75;75;5;Sim;PPGEP.0009;-
POS.0136;Dissertação de Mestrado;Pós-graduação;0;0;0;Sim;-;-
POS.0163;Diversidade cultural e inclusão social;Pós-graduação;20;27;1;Sim;-;-
LIC.0661;Diversidade e educação profissional na perspectiva dos movimentos sociais no campo;Graduação;30;40;2;Sim;-;-
POS.0383;Diversidade e Inclusão;Pós-graduação;30;30;2;Sim;-;-
POS.0375;Diversidade e Inclusão na Educação Profissional e Tecnológica;Pós-graduação;30;30;2;Sim;-;-
FIC.0481;Doenças Transmissíveis e não Transmissíveis;Fundamental;20;20;1;Sim;-;-
TSUB.0517;Drenagem, Obras D'Arte e Correntes(60H);Médio;60;80;4;Sim;TSUB.104.0017;-
FIC.0170;Drogas: classificação e efeitos no organismo.;Fundamental;25;25;1;Sim;-;-
CIV.0049;Durabilidade das estruturas de concreto armado (30h);Graduação;30;40;2;Sim;-;-
FIC.1053;EaD: Conceitos e Ambientação Virtual;Fundamental;30;40;2;Sim;-;-
LIC.0379;EAD: Fundamentos e Práticas Aplicados a Educação;Graduação;30;40;2;Sim;-;Curso 603
TEC.1065;Ecodesign;Graduação;30;40;2;Sim;-;-
LIC.0063;Ecologia;Graduação;30;40;2;Sim;LIC.602.0017;Curso 01602
LIC.0294;Ecologia;Graduação;60;80;4;Sim;LIC.106.0017;Curso 106
LIC.0631;Ecologia;Graduação;60;80;4;Sim;FOR.L039;Curso 602x
TEC.1205;Ecologia;Graduação;30;40;2;Sim;-;-
TSUB.0445;Ecologia(45H);Médio;45;60;3;Sim;TSUB.117.0002;Curso 117
TIN.0485;Ecologia(45H);Médio;45;60;3;Sim;TIN.114.0002;-
TEC.0534;Ecologia(60H);Graduação;60;80;4;Sim;TEC.304.0001;Curso 01304
POS.0355;Ecologia do semiárido;Pós-graduação;40;40;2;Sim;-;-
TEC.1234;Ecologia do Semiárido;Graduação;30;40;2;Sim;-;-
TEC.0565;Ecologia do semi-árido(30H);Graduação;30;40;2;Sim;TEC.304.0028;Curso 01304
ESA.0008;Ecologia e Ciências Ambientais (60h);Graduação;60;80;4;Sim;-;-
ESA.0037;Economia Ambiental (30h);Graduação;30;40;2;Sim;-;-
TEC.0566;Economia Ambiental(30H);Graduação;30;40;2;Sim;TEC.304.0029;Curso 01304
ENG.0126;Economia Aplicada à Engenharia;Graduação;60;80;4;Sim;-;-
TEC.0209;Economia Brasileira;Graduação;80;106;5;Sim;DAGESC.004;502.0
TEC.0107;Economia Brasileira (Curso 502);Graduação;45;60;3;Sim;TEC.502.0009;-
FIC.0776;Economia criativa e solidária;Fundamental;9;12;1;Sim;-;-
TEC.0651;Economia da Cultura;Graduação;60;80;4;Sim;TEC.NCT.UB.0066;Curso 439
TEC.0862;Economia da Cultura;Graduação;30;40;2;Sim;TEC.NCT.UB.0063;-
ENG.0091;Economia da Energia;Graduação;60;80;4;Sim;-;-
TEC.0616;Economia e Mercado;Graduação;60;80;4;Sim;TEC.NCT.UB.0099;-
TEC.0111;Economia Internacional (Curso 502);Graduação;60;80;4;Sim;TEC.502.0013;-
TEC.0213;Economia Monetária e Internacional;Graduação;80;106;5;Sim;DAGESC.008;502.0
TEC.0289;Economia no Setor Público;Graduação;60;80;4;Sim;SUP.001;Curso 01436X
TEC.0062;Economia no Setor Público (NCT);Graduação;30;40;2;Sim;TEC.436.0018;-
FIC.0440;Economia solidária;Fundamental;8;8;0;Sim;-;-
LIC.0784;Economia solidária, criativa e popular;Graduação;30;40;2;Sim;-;Curso 710
TSUB.0492;Ecotoxicologia(30H);Médio;30;40;2;Sim;TSUB.032.0019;Curso 032
TIN.0727;Ecotoxicologia(30H);Médio;30;40;2;Sim;TIN.NA.0054;-
ESA.0048;Ecotoxicologia (60h);Graduação;60;80;4;Sim;-;-
TSUB.0453;Edafologia(60H);Médio;60;80;4;Sim;TSUB.117.0007;Curso 117
TIN.0492;Edafologia(60H);Médio;60;80;4;Sim;TIN.114.0007;-
EJA.0015;Edafologia e Fertilidade do Solo;Médio;60;80;4;Sim;TEJA.305.0016;Curso 305
EJA.0214;Edafologia e Fertilidade do Solo;Médio;45;60;3;Sim;TEJA.420.0008;Curso 420
TSUB.0033;Edafologia e fertilidade do solo(45H);Médio;45;60;3;Sim;TSUB.79.0002;Curso 08079
TIN.0112;Edafologia e fertilidade do solo(45H);Médio;45;60;3;Sim;TIN.026.0002;-
TIN.0852;Edafologia e fertilidade do solo(45H);Médio;90;120;6;Sim;TIN.432.0001;-
TSUB.0103;Edafologia e Fertilidade do Solo(45H);Médio;45;60;3;Sim;TSUB.421.0022;Curso 08421
TIN.0212;Edafologia e Fertilidade do Solo(45H);Médio;45;60;3;Sim;TIN.426.0009;-
TIN.0182;Edafologia e fertilidade do solo(60H);Médio;60;80;4;Sim;TIN.108.0008;-
TIN.0467;Edafologia e Fertilidade do Solo(60H);Médio;60;80;4;Sim;TIN.306.0005;-
FIC.0359;Edição de Imagens;Fundamental;20;20;1;Sim;-;-
TEC.0624;Edição de Vídeo;Graduação;60;80;4;Sim;TEC.NCT.UT.0095;Curso 412
TEC.0869;Edição de Vídeo;Graduação;30;40;2;Sim;TEC.NCT.UT.0074;-
TIN.0395;Edição de Vídeo 2D e 3D(45H);Médio;45;60;3;Sim;TIN.807.0020;-
FIC.0006;Editor de Textos;Fundamental;30;30;2;Sim;-;-
FIC.0533;Editor de Textos;Fundamental;30;40;2;Sim;-;-
FIC.0632;Editor de Textos;Fundamental;40;40;2;Sim;-;-
POS.0436;Educação a Distância e Ambientação Virtual;Pós-graduação;30;40;2;Sim;-;-
TEC.0572;Educação à Distância: Fundamentos e Prática;Graduação;30;40;2;Sim;TEC.NFd.0024;Curso 01304
FIC.0362;Educação a distância: história, regulamentação e modelos;Fundamental;24;24;1;Sim;-;-
FIC.0518;Educação a distância: História, regulamentação e modelos;Fundamental;30;40;2;Sim;-;-
FIC.0954;Educação a Distância: história, regulamentação, modelos e os recursos do Moodle;Fundamental;30;40;2;Sim;-;-
FIC.0867;Educação alimentar e nutricional;Fundamental;9;12;1;Sim;-;-
FIC.0866;Educação Alimentar e Nutricional nas escolas;Fundamental;12;16;1;Sim;-;-
FIC.0422;Educação Ambiental;Fundamental;15;15;1;Sim;-;-
POS.0047;Educação Ambiental;Pós-graduação;30;40;2;Sim;-;-
POS.0105;Educação Ambiental;Pós-graduação;20;20;1;Sim;CCPGA.005;-
LIC.0086;Educação Ambiental;Graduação;30;40;2;Sim;LIC.602.0027;Curso 01602
LIC.0135;Educação Ambiental;Graduação;60;80;4;Sim;LIC.NDp.0010;Curso 01601
LIC.0304;Educação Ambiental;Graduação;60;80;4;Sim;LIC.106.0034;Curso 106
LIC.0400;Educação Ambiental;Graduação;30;40;2;Sim;-;Curso 603
TEC.0650;Educação Ambiental;Graduação;60;80;4;Sim;TEC.NCT.UB.0067;-
TEC.0863;Educação Ambiental;Graduação;30;40;2;Sim;TEC.NCT.UB.0075;-
LIC.0716;Educação Ambiental;Graduação;30;40;2;Sim;-;Curso 710
TSUB.0459;Educação Ambiental e Ecoturismo(45H);Médio;45;60;3;Sim;TSUB.117.0008;"Curso 117
"
TIN.0496;Educação Ambiental e Ecoturismo(45H);Médio;45;60;3;Sim;TIN.NA.0028;-
POS.0049;Educação de Jovens e Adultos;Pós-graduação;30;40;2;Sim;-;-
POS.0380;Educação de Jovens e Adultos;Pós-graduação;30;30;2;Sim;-;-
LIC.1001;Educação de Jovens e Adultos;Graduação;90;120;6;Sim;-;-
POS.0013;Educação de jovens e adultos e educação profissional;Pós-graduação;30;30;2;Sim;PPGEP.OPT.0004;-
LIC.0016;Educação de Jovens e Adultos na Educação Profissional I;Graduação;30;40;3;Sim;-;Matriz 111
LIC.0825;Educação de Jovens e Adultos na Educação Profissional II;Graduação;15;20;1;Sim;-;Matriz 111
POS.0050;Educação do Campo;Pós-graduação;30;40;2;Sim;-;-
POS.0378;Educação do Campo;Pós-graduação;30;30;2;Sim;-;-
LIC.0961;Educação do Campo;Graduação;60;80;4;Sim;-;-
POS.0048;Educação e Gênero;Pós-graduação;30;40;2;Sim;-;-
LIC.0925;Educação em Direitos Humanos;Graduação;30;40;2;Sim;-;-
LIC.1142;Educação em Direitos Humanos;Graduação;60;80;4;Sim;-;-
POS.0180;Educação e Meio Ambiente;Pós-graduação;24;24;1;Sim;-;-
POS.0020;Educação e pensamento complexo;Pós-graduação;30;30;2;Sim;PPGEP.OPT.0011;-
LIC.0992;Educação especial na perspectiva inclusiva;Graduação;60;80;4;Sim;-;-
POS.0202;Educação, Esporte e Lazer;Pós-graduação;15;15;1;Sim;-;Curso 99625
POS.0288;Educação, Esporte e Lazer;Pós-graduação;15;15;1;Sim;-;-
POS.0463;Educação e suas Relações na Contemporaneidade;Pós-graduação;20;20;1;Sim;-;-
POS.0379;Educação e Tecnologias;Pós-graduação;30;30;2;Sim;-;-
EJA.0240;Educação Física;Médio;30;40;2;Sim;DATIIZN.070;Curso 510X
EJA.0287;Educação Física;Médio;30;40;2;Sim;TEJA.014;Curso 410X
ATV.0055;Educação Física Escolar;Médio;15;20;1;Sim;-;-
TIN.1095;Educação Física I;Médio;60;80;2;Sim;TIN.136;Curso 308X
EJA.0333;Educação Física I(30H);Médio;30;40;2;Sim;EJA.EB003;-
TIN.0149;Educação Física I(60H);Médio;60;80;2;Sim;TIN.NE.0010;-
TIN.1036;Educação Física I(60H);Médio;60;80;2;Sim;FOR.M009;-
TIN.0994;Educação Física I(80H);Médio;60;80;2;Sim;DATIIZN.006;-
TIN.1107;Educação Física II;Médio;60;80;2;Sim;TIN.154;Curso 308X
EJA.0343;Educação Física II(30H);Médio;30;40;2;Sim;EJA.EB011;-
TIN.0161;Educação Física II(60H);Médio;60;80;2;Sim;TIN.NE.0011;-
TIN.1047;Educação Física II(60H);Médio;60;80;2;Sim;FOR.M010;-
TIN.1003;Educação Física II(80H);Médio;60;80;2;Sim;DATIIZN.018;-
TIN.0010;Educação Física II (NE);Médio;60;80;2;Sim;-;-
TIN.0009;Educação Física I (NE);Médio;60;80;2;Sim;-;-
LIC.0021;Educação Inclusiva;Graduação;30;40;2;Sim;-;Matriz 111
LIC.0068;Educação Inclusiva;Graduação;30;40;2;Sim;LIC.NDp.0005;NDP
LIC.0369;Educação Inclusiva;Graduação;60;80;4;Sim;-;-
LIC.0544;Educação Inclusiva;Graduação;60;80;4;Sim;FOR.L081;Curso 603X
LIC.0607;Educação Inclusiva;Graduação;45;60;3;Sim;FOR.L030;-
LIC.0706;Educação Inclusiva(45H);Graduação;45;60;3;Sim;SUP.200;-
TEC.0167;Educação Inclusiva e Diversidade (NCT);Graduação;30;40;2;Sim;TEC.NCT.UB.0049;-
POS.0075;Educação Linguística;Pós-graduação;40;40;2;Sim;ESP.092;-
POS.0076;Educação Matemática;Pós-graduação;40;40;2;Sim;ESP.093;-
POS.0051;Educação para a Diversidade;Pós-graduação;30;40;2;Sim;-;-
LIC.0926;Educação para a Diversidade;Graduação;30;40;2;Sim;-;-
LIC.1138;Educação para a Diversidade;Graduação;60;80;4;Sim;-;-
LIC.0867;Educação para o Desenvolvimento Sustentável;Graduação;60;80;4;Sim;-;-
LIC.0652;Educação popular de jovens e adultos;Graduação;30;40;2;Sim;-;-
LIC.1118;Educação Popular no Contexto Campesino;Graduação;30;40;2;Sim;-;-
LIC.0991;Educação Profissional;Graduação;90;120;6;Sim;-;-
POS.0017;Educação profissional e movimentos sociais;Pós-graduação;30;30;2;Sim;PPGEP.OPT.0008;-
POS.0350;Educação Profissional na Modalidade EaD;Pós-graduação;30;40;2;Sim;-;-
FIC.0480;Educação Sexual e Reprodutiva;Fundamental;15;15;1;Sim;-;-
TSUB.0574;Educação, Sociedade e Trabalho - abordagem sociológica(76H);Médio;76;101;5;Sim;TEC.NFP.0007;079
LIC.0715;Educação, Turismo e Sustentabilidade;Graduação;30;40;2;Sim;-;-
TSUB.0947;Educadores e Educandos: tempos históricos;Médio;75;100;5;Sim;-;-
TSUB.0571;Educadores e Educandos: tempos históricos(76H);Médio;76;101;5;Sim;TEC.NFP.0004;079
FIC.0890;Educar e Cuidar através de Brincadeiras Infantis;Fundamental;20;27;1;Sim;-;-
ENG.0073;Eficiência Energética;Graduação;30;40;2;Sim;-;-
CIV.0084;Eficiência Energética Em Edificações (30h);Graduação;30;40;2;Sim;-;-
LIC.0859;Elaboração de Material Didático em Geografia;Graduação;60;80;4;Sim;-;-
LIC.0024;Elaboração de Projeto de pesquisa e/ou de extensão;Graduação;30;40;3;Sim;-;-
FIC.0986;Elaboração do Projeto;Fundamental;30;40;2;Sim;-;-
POS.0447;Elaboração do Trabalho de Conclusão de Curso;Pós-graduação;30;45;0;Sim;-;-
TEC.1108;Elaboração e Análise de Projetos com Ênfase em Agroecologia;Graduação;30;40;2;Sim;-;-
FIC.0269;Elaboração e Execução de Roteiros e Visitas;Fundamental;10;10;1;Sim;-;-
TEC.0305;Elaboração e Gerenciamento de Projetos;Graduação;60;80;4;Sim;SUP.048;Curso 01436X
TIN.0888;Elemento Lúdico ;Médio;120;160;4;Sim;-;-
FIC.0857;Elementos da Criação de Espetáculo Musical;Fundamental;6;8;1;Sim;-;-
FIC.0599;Elementos da Encenação Teatral;Fundamental;8;8;0;Sim;-;-
LIC.0594;Elementos da Matemática;Graduação;45;60;3;Sim;SUP.130;Curso 01430x
ENG.0041;Elementos de Eletrotécnica;Graduação;60;80;4;Sim;-;-
LIC.0147;Elementos de Física;Graduação;60;80;4;Sim;LIC.601.0005;Curso 601
LIC.0725;Elementos de Física(60H);Graduação;60;80;4;Sim;SUP.017;-
TEC.0528;Elementos de Máquinas;Graduação;30;40;2;Sim;-;06804
TIN.0363;Elementos de maquinas(30H);Médio;30;40;2;Sim;TIN.016.0008;-
TSUB.0602;Elementos de máquinas(45H);Médio;45;60;3;Sim;TSUB.022.0009;Curso 022
TIN.0651;Elementos de máquinas(45H);Médio;45;60;3;Sim;TIN.202.0006;-
EJA.0116;Elementos de Projeto Arquitetônico;Médio;45;60;3;Sim;TEJA.102.0012;Curso 102
TSUB.0362;Elementos de Projeto Arquitetônico(60H);Médio;60;80;4;Sim;TSUB.051.0014;Curso 051
TIN.0751;Elementos de Projeto Arquitetônico(60H);Médio;60;80;4;Sim;TIN.101.0005;-
TSUB.0505;Elementos de Projeto Geométrico de Estradas(60H);Médio;60;80;4;Sim;TSUB.104.0008;-
TSUB.0790;Elementos de Projetos de Saneamento(45H);Médio;45;60;3;Sim;TSUB.071.0012;.
TEC.0632;Elementos de Semiologia;Graduação;30;40;2;Sim;TEC.NCT.UT.0069;Curso 420
CIV.0060;Elementos finitos (60h);Graduação;60;80;4;Sim;-;-
ENG.0035;Elementos Orgânicos de Máquinas;Graduação;90;120;6;Sim;-;-
EJA.0203;Eletricidade;Médio;60;80;4;Sim;TEJA.104.0025;Curso 104
TSUB.0370;Eletricidade(60H);Médio;60;80;4;Sim;TSUB.403.0001;Curso 403
TSUB.0701;Eletricidade(60H);Médio;60;80;4;Sim;TSUB.415.0006;-
TSUB.0796;Eletricidade(60H);Médio;60;80;4;Sim;TSUB.120.0001;-
TIN.0767;Eletricidade(60H);Médio;60;80;4;Sim;TIN.115.0004;-
EJA.0309;Eletricidade(90H);Médio;90;120;6;Sim;TEJA.204;-
FIC.0011;Eletricidade Básica;Fundamental;30;30;2;Sim;-;-
FIC.0196;Eletricidade Básica;Fundamental;20;20;1;Sim;-;-
FIC.0210;Eletricidade Básica;Fundamental;8;8;0;Sim;-;-
FIC.0748;Eletricidade Básica;Fundamental;28;28;0;Sim;-;-
FIC.0958;Eletricidade Básica;Médio;12;16;1;Sim;-;-
TSUB.0150;Eletricidade Básica(30H);Médio;30;40;2;Sim;TSUB.045.0002;Curso 10045
TIN.0308;Eletricidade Básica(30H);Médio;30;40;2;Sim;TIN.201.0002;-
TSUB.0592;Eletricidade básica(45H);Médio;45;60;3;Sim;TSUB.022.0006;Curso 022
TIN.0646;Eletricidade Básica(45H);Médio;45;60;3;Sim;TIN.202.0002;-
TIN.0360;Eletricidade Básica e Circuitos Elétricos(120H);Médio;120;160;4;Sim;TIN.016.0006;-
FIC.0965;Eletricidade Básica I;Fundamental;18;24;1;Sim;-;-
FIC.0972;Eletricidade Básica II;Fundamental;18;24;1;Sim;-;-
TEC.0488;Eletricidade e Circuitos Elétricos(90H);Graduação;90;120;6;Sim;TEC.804.0002;Curso 06804
